sample,nonambig,all
KX547445/2014/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547572/2010/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547185/2012/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KJ501532/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
MF175837/2014/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex,10211,10302
MF004388/2008/USA/WI/Unknown/WN02/unknown/Human,10248,10302
MG004541/2017/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10285,10302
MG004538/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10291,10302
MG004535/2014/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10289,10302
MG004528/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10290,10302
MG004531/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10289,10302
MG004534/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10290,10302
MG004532/2015/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10294,10302
MG004530/2016/USA/AZ/Maricopa/WN02/unknown/Mosquito-Culex,10290,10302
MF175859/2014/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10289,10302
MF175830/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10289,10302
MF175844/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10254,10302
MF175833/2014/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10286,10302
KX547604/2013/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547579/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes,10299,10302
KY229072/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547556/2012/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547323/2013/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547410/2012/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547473/2013/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547460/2013/USA/NY/Madison/WN02/unknown/Mosquito-Aedes,10299,10302
KY229069/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KY216151/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547456/2012/USA/NY/Chautauqua/WN02/unknown/Mosquito-Culex,10299,10302
KX547391/2010/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547184/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex,10299,10302
JQ700439/2011/USA/MS/Unknown/WN02/unknown/Human,10299,10302
KY216155/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547557/2009/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547425/2009/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547407/2009/USA/NY/Suffolk/WN02/unknown/Bird-other,10299,10302
KX547372/2009/USA/NY/Suffolk/WN02/unknown/Bird-crow,10299,10302
KX547376/2010/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547373/2009/USA/NY/Niagara/WN02/unknown/Bird-crow,10299,10302
JF920747/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KC333384/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KC736498/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736496/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736494/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736486/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736497/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736500/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC736493/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC736490/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736495/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC736492/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC711059/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex,10299,10302
KJ501434/2012/USA/MT/Unknown/WN02/unknown/Bird-other,10299,10302
KM012176/2012/USA/NC/Unknown/WN02/unknown/Human,10299,10302
KM012178/2012/USA/TX/Unknown/WN02/unknown/Human,10299,10302
KM012187/2012/USA/NE/Unknown/WN02/unknown/Human,10299,10302
KM012177/2012/USA/WY/Unknown/WN02/unknown/Human,10299,10302
MF175808/2012/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10247,10302
KM012183/2012/USA/TX/Unknown/WN02/unknown/Human,10299,10302
MF175812/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex,10247,10302
MF175809/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175810/2012/USA/TX/Tarrant/WN02/unknown/Mosquito-Culex,10247,10302
KM012184/2012/USA/OH/Unknown/WN02/unknown/Human,10299,10302
KJ501530/2012/USA/PA/Unknown/WN02/unknown/Bird-other,10299,10302
MF175822/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175807/2012/USA/TX/Ellis/WN02/unknown/Mosquito-Culex,10247,10302
MF175819/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
KX547343/2012/USA/NY/Erie/WN02/unknown/Mosquito-Aedes,10299,10302
KX547334/2012/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KM012171/2012/USA/MS/Unknown/WN02/unknown/Human,10299,10302
KX547565/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547196/2013/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547167/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547485/2014/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KM012188/2012/USA/IL/Unknown/WN02/unknown/Human,10299,10302
KX547524/2013/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547467/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547269/2013/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547344/2013/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547206/2015/USA/NY/Chautauqua/WN02/unknown/Mosquito-Culiseta,10299,10302
KM012179/2012/USA/SD/Unknown/WN02/unknown/Human,10299,10302
KM012186/2012/USA/OH/Unknown/WN02/unknown/Human,10299,10302
KJ501432/2012/USA/MA/Unknown/WN02/unknown/Bird-crow,10299,10302
KX547330/2013/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547576/2011/USA/NY/Onondaga/WN02/unknown/Bird-other,10299,10302
KX547547/2012/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547283/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes,10299,10302
KX547280/2012/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547291/2012/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547483/2014/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547274/2013/USA/NY/Madison/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547227/2011/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KX547356/2012/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KY216152/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547358/2013/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547514/2013/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547551/2013/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547221/2014/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547548/2014/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
MF175871/2014/USA/TX/Travis/WN02/unknown/Mosquito-Culex,10289,10302
MF175839/2014/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10289,10302
MF175853/2014/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10287,10302
MF175863/2014/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10288,10302
MF175852/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10294,10302
KM012180/2012/USA/GA/Unknown/WN02/unknown/Human,10299,10302
MF175869/2014/USA/TX/Travis/WN02/unknown/Mosquito-Culex,10292,10302
MF175848/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex,10291,10302
MF175834/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10288,10302
MF175865/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10288,10302
MF175843/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10288,10302
MF175840/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10268,10302
MF175851/2015/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10291,10302
MF175872/2014/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10289,10302
MF175831/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10290,10302
MF175858/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex,10290,10302
MF175841/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10292,10302
MF175861/2015/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex,10287,10302
MF175847/2015/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10287,10302
MF175806/2012/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10246,10302
MF175821/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175817/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
KX547286/2015/USA/NY/Chautauqua/WN02/unknown/Mosquito-Culiseta,10299,10302
KT020853/2014/USA/NE/Dundy/WN02/unknown/Human,10299,10302
MF175836/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10290,10302
MF175862/2015/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10284,10302
MF175838/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10287,10302
KX547324/2013/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
MF175860/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10291,10302
W558/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow,10090,10302
W578/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W580/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W579/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
KX547328/2013/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547438/2011/USA/NY/Onondaga/WN02/unknown/Mosquito-Culex,10299,10302
MF175854/2015/USA/TX/Williamson/WN02/unknown/Mosquito-Culex,10281,10302
KX547585/2009/USA/NY/Albany/SW03/unknown/Bird-crow,10299,10302
KX547552/2010/USA/NY/Kings/SW03/unknown/Bird-other,10299,10302
KX547273/2006/USA/NY/Erie/SW03/unknown/Mosquito-Culex,10299,10302
JF957177/2009/USA/NV/Unknown/SW03/unknown/Human,10299,10302
KX547371/2007/USA/NY/Jefferson/WN02/unknown/Bird-crow,10299,10302
HM756678/2007/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
KJ501461/2005/USA/MT/Phillips/WN02/unknown/Bird-other,10299,10302
KX547276/2011/USA/NY/Erie/WN02/unknown/Mosquito-Culex,10299,10302
KY216154/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,9950,10302
KX547294/2010/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547225/2010/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KT862844/2011/USA/TX/Harris/WN02/unknown/Bird-crow,10299,10302
KT862843/2010/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KC333374/2011/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547522/2009/USA/NY/Nassau/WN02/unknown/Bird-crow,10299,10302
W668/2009/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex,10090,10302
W814/2008/USA/CA/Sacramento/WN02/unknown/Bird-other,8968,10302
KX547300/2009/USA/NY/Ulster/WN02/unknown/Bird-crow,10299,10302
KJ501250/2009/USA/MT/Phillips/SW03/unknown/Bird-other,10299,10302
KX547544/2009/USA/NY/Onondaga/SW03/unknown/Bird-other,10299,10302
JF957175/2009/USA/NV/Unknown/SW03/unknown/Human,10299,10302
KF704153/2010/USA/AZ/Maricopa/SW03/unknown/Mosquito-Culex,10299,10302
KJ501170/2011/USA/CA/Unknown/SW03/unknown/Mosquito-Culex,10299,10302
KR348993/2011/USA/CA/San_Bernardino/SW03/unknown/Mosquito-Culex,10197,10302
JQ700438/2011/USA/AZ/Unknown/SW03/unknown/Human,10299,10302
JF415921/2008/USA/TX/Harris/SW03/unknown/Bird-other,10299,10302
KJ501418/2008/USA/NC/Unknown/SW03/unknown/Bird-other,10299,10302
KX547612/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KY229073/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547200/2012/USA/NY/Orange/WN02/unknown/Mosquito-Culex,10299,10302
KX547337/2012/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547333/2013/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547201/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Aedes,10299,10302
KY216153/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KC333376/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547450/2015/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547169/2015/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547520/2012/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KY229070/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547174/2013/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547589/2007/USA/NY/Queens/WN02/unknown/Bird-other,10299,10302
KX547491/2007/USA/NY/Queens/WN02/unknown/Bird-crow,10299,10302
KX547582/2010/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,10299,10302
KX547515/2009/USA/NY/Schenectady/WN02/unknown/Bird-crow,10299,10302
KX547306/2009/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
JF920754/2008/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547406/2009/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
JF488095/2009/USA/NY/Unknown/WN02/unknown/Bird-crow,10299,10302
MH166893/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166916/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166918/2008/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
MH166920/2009/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
JF920759/2009/USA/CT/Fairfield/WN02/unknown/Mosquito-Culex,10299,10302
KX547315/2012/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547177/2012/USA/NY/Rockland/WN02/unknown/Mosquito-Culex,8788,10302
KJ501533/2012/USA/NY/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KX547293/2011/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
MH166897/2010/USA/VA/Norfolk/WN02/unknown/Mosquito-unknown,10299,10302
KY229074/2012/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547465/2013/USA/NY/Westchester/WN02/unknown/Mosquito-Culex,10299,10302
KX547482/2013/USA/NY/Oswego/WN02/unknown/Mosquito-Culiseta,10299,10302
KX547254/2013/USA/NY/Suffolk/WN02/unknown/Mosquito-Culex,10299,10302
KX547190/2013/USA/NY/Nassau/WN02/unknown/Mosquito-Culex,10299,10302
KX547235/2015/USA/NY/Orange/WN02/unknown/Mosquito-Culex,10299,10302
KX547555/2012/USA/NY/Orange/WN02/unknown/Mosquito-Culex,10299,10302
KC333378/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KX547171/2011/USA/NY/Oneida/WN02/unknown/Mosquito-Culiseta,10299,10302
KM012181/2012/USA/LA/Unknown/WN02/unknown/Human,10299,10302
MF175824/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
KC333381/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
KC711058/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex,10299,10302
KC736502/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC736501/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
KC736499/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736489/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736487/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736488/2012/USA/TX/Montogmery/WN02/unknown/Mosquito-Culex,10299,10302
KC736491/2012/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10299,10302
MF175811/2012/USA/TX/Collin/WN02/unknown/Mosquito-Culex,10247,10302
KX547430/2009/USA/NY/Onondaga/WN02/unknown/Mosquito-Culiseta,10299,10302
MF175832/2014/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10284,10302
MF175846/2014/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10289,10302
MF175845/2014/USA/TX/Fort_Bend/WN02/unknown/Mosquito-Culex,10283,10302
MF175875/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex,10283,10302
MF175868/2014/USA/TX/Montgomery/WN02/unknown/Mosquito-Culex,10282,10302
KC333387/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
MF175816/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175826/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175820/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175829/2013/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10247,10302
MF175874/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10291,10302
MF175850/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10234,10302
MF175870/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10291,10302
MF175873/2015/USA/TX/Dallas/WN02/unknown/Mosquito-Culex,10292,10302
MF175877/2015/USA/TX/Denton/WN02/unknown/Mosquito-Culex,10291,10302
KJ786935/2012/USA/TX/Harris/WN02/unknown/Bird-other,10299,10302
JX015522/2010/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex,10299,10302
JX015519/2009/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex,10299,10302
JX015521/2009/USA/TX/El_Paso/WN02/unknown/Mosquito-Culex,10299,10302
KR348971/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KR348967/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501146/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
KR348960/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501139/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W058/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W209/2013/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
W208/2013/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10062,10302
W143/2012/USA/CA/Los_Angeles/WN02/unknown/Bird-crow,10299,10302
W196/2012/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10289,10302
W203/2013/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10153,10302
W158/2013/USA/CA/Butte/WN02/unknown/Bird-other,10299,10302
W141/2011/USA/CA/San_Bernardino/WN02/unknown/Bird-other,9694,10302
W525/2008/USA/CA/San_Diego/WN02/unknown/Bird-other,10299,10302
W155/2013/USA/CA/Los_Angeles/WN02/unknown/Bird-other,9702,10302
W072/2014/USA/CA/San_Diego/WN02/unknown/Bird-crow,10107,10302
W102/2015/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W586/2016/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W545/2014/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W081/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex,10191,10302
W089/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex,10299,10302
W097/2017/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
W592/2017/USA/CA/San_Diego/WN02/unknown/Bird-crow,10299,10302
KR348965/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex,10299,10302
KJ501144/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex,10299,10302
W822/2009/USA/CA/Sacramento/WN02/unknown/Bird-other,9757,10302
W008/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W539/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W540/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W073/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W064/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10083,10302
W550/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W061/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W074/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10210,10302
W075/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W546/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W547/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W548/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W066/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,9992,10302
W556/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W572/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W559/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9846,10302
W564/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W574/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W112/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W080/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10115,10302
W107/2015/USA/CA/San_Diego/SW03/unknown/Bird-other,9582,10302
W077/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W571/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W009/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W086/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W555/2015/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W557/2015/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W573/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W067/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W541/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W082/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W566/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10285,10302
W561/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9787,10302
W065/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W560/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W568/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W111/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W563/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W014/2014/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W562/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9830,10302
W570/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W565/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10018,10302
W584/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow,10202,10302
W585/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W567/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9916,10302
W577/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W015/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W085/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W554/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10268,10302
W575/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W104/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W069/2014/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,9641,10302
W076/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10291,10302
W549/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W090/2015/USA/CA/San_Diego/SW03/unknown/Mosquito-Culex,10299,10302
W569/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W576/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W552/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10298,10302
W108/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,10204,10302
W543/2014/USA/CA/San_Diego/SW03/unknown/Bird-crow,9063,10302
W010/2016/USA/CA/San_Diego/SW03/unknown/Bird-crow,10299,10302
W551/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9415,10302
W109/2015/USA/CA/San_Diego/SW03/unknown/Bird-crow,9420,10302
W012/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W068/2014/USA/CA/San_Diego/SW03/unknown/Bird-other,10299,10302
W824/2018/USA/WA/Spokane/SW03/unknown/Mosquito-Culex,10299,10302
W825/2018/USA/WA/Spokane/SW03/unknown/Mosquito-Culex,10299,10302
W826/2018/USA/WA/Pierce/SW03/unknown/Mosquito-Culex,8737,10302
W827/2018/USA/WA/Pierce/SW03/unknown/Mosquito-Culex,10299,10302
W828/2018/USA/WA/Pierce/SW03/unknown/Mosquito-Culex,10130,10302
W830/2018/USA/WA/Spokane/SW03/unknown/Mosquito-Culex,10299,10302
W829/2018/USA/WA/Pierce/SW03/unknown/Mosquito-Culex,9906,10302
JF957173/2008/USA/AZ/Unknown/SW03/unknown/Human,10299,10302
MF175856/2015/USA/TX/Colllin/WN02/unknown/Mosquito-Culex,10205,10302
W325/2011/USA/CA/Kern/SW03/unknown/Bird-other,9887,10302
